id,name,genre,artists,album,popularity,duration_ms,explicit,genre_id,artists_id,album_id,duration_s
42vbEzjsHfl1BlalW13VMF,Latin,latin,Zélé,Latin,0.15555555555555556,159159,0,69,4429,2310,0.1634576304664086
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),chicago-house,"Drake, Giveon",Dark Lane Demo Tapes,0.8,220487,1,14,1159,997,0.24110757013475548
4YVzrDGO4hfTYMhZWN4Vl6,Black Metal War,black-metal,Graveland,Thousand Swords,0.26666666666666666,101240,0,6,1599,4295,0.09012396793622697
2zs24mZbTFj9Y0PB3GXR4c,Rockabilly Man,rockabilly,The Firebirds,Too Hot to Handle,0.24444444444444446,201133,0,101,3867,4327,0.21660266320250293
62YBcKi5OW19y3HNxslFkK,movies,movies,cloudcrush,julia,0.3666666666666667,136000,0,77,4465,4787,0.13413505427316502
2nyJC76C9OUt6WT9ewaM2y,Falling Like The Leaves,indie-pop,USMP Indie Pop,First Light,0.0,120000,0,59,4153,1444,0.11387678668424071
580CcfTxe8eNCcXlTizmPr,1987,synth-pop,Lucy In Disguise,1987 EP,0.37777777777777777,278909,0,118,2368,40,0.31507810195226393
3scsKPy4dLwvWjF8MgIXPQ,I'm Still in Love With You,alt-rock,Alton Ellis,Sings Rock and Soul,0.23333333333333334,201493,0,2,226,3628,0.2170584742232537
5CDiQUHG8UcWL5RgScimJl,The Jiggler,j-dance,Dance Gavin Dance,Acceptance Speech 2.0,0.2777777777777778,296383,1,62,972,152,0.3372026624428179
1MVBehWZKhewSmucdZ5BpZ,Jazz Hands,jazz,"XANAKIN SKYWOK, Sadfriendd",Jazz Hands,0.5222222222222223,104930,1,66,4342,2175,0.09479603089892265
3r1bLo1Y4UbRPGayb29hz0,ROCKSTAR,hard-rock,HARDY,JIM BOB,0.5,194341,1,48,1646,2155,0.20800302861100456
77DvhwGhnmfrXWwiJzeIMC,Psycho,psych-rock,The Sonics,Maintaining My Cool,0.33333333333333337,140866,0,91,3972,2531,0.1402960999036466
7DYjzYtHHQExgtzgY04ZDc,Fresh Azimiz (feat. J-Kwon & Jermaine Dupri),r-n-b,"Bow Wow, J-Kwon, Jermaine Dupri",Playlist: The Very Best Of Bow Wow,0.23333333333333334,270146,0,94,572,3095,0.303982902022155
1QtqECOcHDg8JlZ3po2II8,Reggae,reggae,Kapyrecords,Kapyrecords,0.16666666666666669,169621,0,96,2072,2226,0.1767040051861165
0U4iRayct65wsaBMQGiLbg,5 Foot 9,country,Tyler Hubbard,Tyler Hubbard,0.7222222222222222,189773,0,20,4146,4416,0.20221929321436666
0yPpMfrafFauSvW2vtkiNZ,Anime,anime,Lulsnake,Red Dead Redemption,0.08888888888888889,140564,1,5,2404,3289,0.13991372510290567
3uJMpB4esL49RpeSbB9a4E,Gospel,gospel,MarchFourth Marching Band,Rise Up,0.41111111111111115,342840,0,41,2517,3368,0.39602380852898383
2CxeQcZnJDqGcxkrTA3jdw,Dub,dub,Skankin' Pickle,Skankin' Pickle Fever,0.044444444444444446,257000,0,29,3546,3640,0.28733820291440504
08ehbdkgGjgg3s1qRE89AK,Trance - Sped Up Outro,trance,noturgf,Trance (Sped Up Outro),0.5555555555555556,157519,1,121,4546,4346,0.16138115803854391
5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,happy,Thomas Rhett,Tangled Up,0.7444444444444445,227426,0,47,4022,3990,0.24989332755972704
3KKrZ3adgWcJiJQWFqoDnv,Hip Hop Junkies,hip-hop,Nice & Smooth,Ain't A Damn Thing Changed,0.3666666666666667,209160,0,52,2829,184,0.2267659828235214
67PKRsIsQuuALZ01l75i4U,EDM,edm,"Bear Grillz, Getter",Bear Grillz & Friends Volume 2,0.16666666666666669,185601,0,31,419,428,0.19693694994055466
46ulMlCh76lpBobGqJOZPM,Forró pro Mundo,forro,Adelmario Coelho,Forró pro Mundo,0.2777777777777778,184773,0,36,142,1495,0.19588858459282782
2Q6NVIPwqtosYBXQ0C00d0,Country A$$ Shit,country,Morgan Wallen,Dangerous: The Double Album,0.6222222222222222,186186,1,20,2716,991,0.1976776428492747
3N3PYCFDTtHg9oA2e0bqTT,Hardstyle,hardstyle,Sinestro,D.Trance 93 (Incl Techno 50),0.0,245006,0,50,3536,928,0.27215209907305765
0yZpRPOOgwI8iUwrwYnKtS,The club hits of today will be the show tunes of tomorrow,show-tunes,Pat The Bunny,"Probably Nothing, Possibly Everything",0.22222222222222224,71010,1,107,3004,3154,0.051848503610403135
1Fqf2oq5pJ71D41bMufjp6,Detroit Techno City,detroit-techno,"Brian Kage, RBJ",Timeless Times,0.011111111111111112,246241,0,25,603,4316,0.27371578410257774
4HM7F8ymm5Ice2If8vRUfl,Lepaskan Diriku,j-rock,J-Rocks,Topeng Sahabat,0.6222222222222222,236960,0,65,1820,4334,0.26196472275927735
74OgdOY26et3m2miBQKdHE,Honky Tonk Crazy,honky-tonk,George Strait,Strait From The Heart,0.3666666666666667,149600,0,54,1539,3811,0.15135458172375066
5Q1n0rseIf7Y1bTYdKrhQl,Dub,dub,Luciano,Luciano EP,0.08888888888888889,223097,0,29,2365,2463,0.24441220003519876
1NmBBWUTbp7lcBJy2dzN3Y,Pagode,pagode,Brenno Reis & Marco Viola,Do Jeito Que o Povo Gosta,0.3,153762,0,82,597,1126,0.1566242635803196
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,idm,Imagine Dragons,Night Visions (Deluxe),0.7222222222222222,189840,0,56,1778,2846,0.20230412470989528
0rSEI5s19aXoBiffYesjVb,Discover Dirt,disco,Stanley Bravo,Discover Dirt,0.4222222222222222,144714,0,26,3656,1110,0.14516821325878293
4keoy2fqgwGnbWlm3ZVZFa,Happy Now,happy,"Zedd, Elley Duhé",Happy Now,0.6555555555555556,207029,0,47,4415,1801,0.22406783480902154
5GU8vng4WQCrb2xe2oEzxN,errybody know,new-release,"Futuristic, Prof",errybody know,0.48888888888888893,140571,1,80,1496,4757,0.13992258809497582
6OhDVSrsZTMfk5sPCXLj1s,Latin,latin,SHYY BEATS,VOL. 1 JERSEY CLUB HITS,0.0,131996,0,69,3385,4467,0.1290654228090367
3W3qAdkMV5y9eeTJqSPYX7,Guitar,guitar,CAKE,Prolonging the Magic,0.34444444444444444,220933,0,46,644,3165,0.2416722693437967
0vatWsX7RSNbNQpQJWxRMn,Shower Serenity Symphony,show-tunes,Tranquil Bath Tunes,Shower Serenity Symphony,0.15555555555555556,125995,0,107,4100,3613,0.12146730632146578
3l4bwhzSFGV2WSE475EOnh,All the Small Things - Acoustic,acoustic,Jay Filson,All the Small Things (Acoustic),0.2,166917,0,0,1889,211,0.17328035796358832
4hg7YghtAH5vm9snBzmT2G,Bossanova Feelin',bossanova,Minus 8,Minuit,0.3111111111111111,276773,0,9,2663,2664,0.3123736232291426
0nOtnxNjAWVk34bsnXbddf,Grunge,grunge,Raphael Zaha,Grunge,0.16666666666666669,290664,0,45,3230,1722,0.32996159792150176
3Wmps19FJ0i41CxZx9EOMT,"Malaysian Flt 370, Pt. 1",malay,Kathleen Madigan,Bothering Jesus,0.18888888888888888,175595,0,71,2081,581,0.18426793584713108
0qxtQ8rf3W1nId3D2r0xH4,I Just Can't Wait to Be King,disney,"Jason Weaver, Rowan Atkinson, Laura Williams",The Lion King,0.7111111111111111,170880,0,27,1881,4178,0.17829807761702
0vSVDF2fHaxL2L9eEmRdAK,Clubbed to Death - Kurayamino Variation,club,Rob Dougan,Furious Angels,0.45555555555555555,447426,0,18,3310,1550,0.5284445069074362
6F8Z3pWp0MjmFOmbuw9vwv,Suffer the Gestalt,black-metal,Mutiilation,"Remains of a Ruined, Dead, Cursed Soul",0.24444444444444446,209800,1,6,2750,3334,0.22757631352707836
7I50EtrBjzjZmHwLj7BeFl,ANYTHING > HUMAN,metalcore,"Bad Omens, ERRA",CONCRETE JUNGLE [THE OST],0.6888888888888889,235092,0,75,384,657,0.25959957001827044
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),dubstep,"Skrillex, Sirah",Bangarang EP,0.7000000000000001,215253,1,30,3554,409,0.23448058434972857
3aYlpdjI4wOVLUdGVmGfjG,Ambient,ambient,Wolf Schranze,Liquify,0.2111111111111111,96000,0,4,4307,2390,0.08348938530085427
6eS8JRWS08OcS9Qdf5Zq3M,Curryinahurry,indian,Indian Carwreck Bangthedash,Curryinahurry,0.2111111111111111,93493,0,57,1787,919,0.08031516799801468
3ApAsbQP7d5GlFwwdExaTY,Poplar St,pop,Glass Animals,How To Be A Human Being,0.5888888888888889,262539,0,86,1564,1959,0.2943513619253457
7836zv0i40bgabqDqVqBW3,Indie,indie,Rachid Taha,Carte Blanche,0.044444444444444446,259360,0,58,3205,690,0.29032629738377136
4TfLXDPgU2s9rbqztLKEXw,Echoes of Africa (Minimal Techno Meets Savannah Symphony),minimal-techno,VibeVista,Echoes of Africa (Minimal Techno Meets Savannah Symphony),0.0,368559,0,76,4204,1235,0.4285877075364554
5Psnhdkyanjpgc2P8A5TSM,Emotionless,emo,Drake,Scorpion,0.6333333333333333,302173,1,34,1158,3542,0.3445336230265599
6BE9BahR3PqQCZqeesvii3,Moon and Star,soundtracks,Wintergatan Soundtracks,Moon and Star,0.2777777777777778,200142,0,113,4296,2686,0.2153479167537139
696KtJj7zuYsqljMvJbjcp,B.O.T.A. (Baddest of Them All) - Edit,work-out,"Eliza Rose, Interplanetary Criminal",100 Greatest Workout Songs,0.2,226626,0,124,1284,24,0.2488804141802809
3WErTZdFOI6c7UE71LJYQd,CECE,indie,"indie tribe, nobigdyl., Jon Keith",L O W B L O W,0.41111111111111115,142782,0,58,4511,2266,0.1427220274474203
6WuVxdWuPzWPIMuMWk5miD,Grunge,grunge,VAMPCRY,Grunge,0.0,146573,1,45,4172,1722,0.14752197072427103
57Pk2GU0ABFYBbbcgYxqki,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003",pop,"Stephen Schwartz, Kristin Chenoweth, Stephen Oremus, Alex Lacamoire",Wicked (Original Broadway Cast Recording / Deluxe Edition),0.5444444444444445,224386,0,86,3674,4626,0.24604425671783148
3fw3j1OpdCYz88kpEmI3Oj,Death Metal,death-metal,Ninja Sex Party,These Nuts,0.3888888888888889,156953,0,23,2850,4277,0.16066452182258567
3ixf3KDGfFAaNTUK2xf4wu,I Want It That Way,metalcore,"Designer Disguise, Wow That's What I Call Metalcore",I Want It That Way,0.37777777777777777,213760,0,75,1065,2005,0.23259023475533708
75Fr1LWMEvdMxn6LEhpsit,Turkish March but Phonk,turkish,borgawr,Turkish March but Phonk,0.2888888888888889,131227,0,123,4451,4407,0.12809175982304405
3HbzI6XvbXEl0rm9E2yQwa,Romance Garbage,romance,Fatboibari,Romance Garbage,0.5222222222222223,122070,0,102,1394,3430,0.11649770005355779
5zQeIcTMut76k4cx6Sohy2,Sleep,sleep,Night Off,The Last Night,0.4444444444444445,255760,0,110,2840,4170,0.2857681871762634
5jMoESNhvNOTWdIdPVOEDg,Eyes Without A Face,synth-pop,Billy Idol,Synth Pop,0.22222222222222224,299240,0,118,492,3906,0.34082002934916517
5x3KSuGyK74t8jTalICgPw,K-POP,k-pop,Freeman,Shine Slime (EP),0.13333333333333333,151426,1,67,1467,3602,0.15366655651233663
3AflkPWNqyIJtcFRxrorVQ,New Age,new-age,"Hussain Ali, Chill Moon Music",New Age,0.15555555555555556,140051,0,79,1756,2810,0.13926419439833576
3y5jSJYfpY2ZA7G6XPKiOs,Across The Ocean,soundtracks,Thomas Newman,Elemental (Original Motion Picture Soundtrack),0.37777777777777777,216767,0,113,4021,1282,0.23639752292033056
3fsbxnbE56f1aDP4CwbQaB,K-POP,k-pop,Forever 06,OK BOOL!,0.0,110750,1,67,1437,2896,0.10216497573439386
46hBL4bi4TSd8uNsC6RIdp,Romance Quinceañero,romance,Luis Silva,Romance Quinceañero,0.5,292107,0,102,2392,3432,0.3317886404296779
5t4Ysd832UYYBZL92258tn,Once Upon a Dream,disney,"Disney Peaceful Piano, Disney",Disney Peaceful Piano: Lullaby,0.5888888888888889,197519,0,27,1105,1117,0.21202682701085462
0PMTQkXK78daWiw8pDBQt8,Guitar,guitar,The Real Ace,Guitar,0.24444444444444446,197407,1,46,3945,1726,0.21188501913773217
711ygpgRJw6zQtbClFyVVZ,Clarity,metalcore,"Designer Disguise, Wow That's What I Call Metalcore",Clarity,0.2555555555555556,206426,0,75,1065,804,0.2233043513492639
5EYdTPdJD74r9EVZBztqGG,The Bad Touch,disco,Bloodhound Gang,Hooray For Boobies,0.7333333333333334,260506,1,26,533,1932,0.29177729579982803
7kLALq3WVUWbojpnFIVbpL,Minimalist,minimal-techno,LAFYZEN,Minimalist,0.17777777777777778,76538,0,76,2185,2663,0.05884773506237646
1J0ZWnAi2kwVUM5IWPAATE,French Class,french,halfnoise,French Class,0.2555555555555556,207586,0,37,4497,1516,0.22477307574946098
1bp2PcwZgR9LwBdoERsOuJ,Country Squire,country,Tyler Childers,Country Squire,0.6111111111111112,201426,0,20,4145,898,0.21697364272772507
2Y887BriBGj00xsZPIMlTr,DanceHall,dancehall,Retro Starkey,DanceHall,0.044444444444444446,182648,1,22,3279,973,0.1931980334286738
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),idm,"David Guetta, Bebe Rexha",I'm Good (Blue),0.9222222222222223,175238,1,56,1011,2013,0.18381592325155321
75VvgefBCU5WrZUG3tPfMb,Kanlungan,philippines-opm,Noel Cabangon,Best of OPM Acoustic Hits,0.2555555555555556,279826,0,84,2861,470,0.3162391539134542
6wWk8iH3YBmd3gf2IrSgtJ,Black Metal War!,black-metal,Graveland,1050 Years of Pagan Cult,0.32222222222222224,125080,0,6,1599,27,0.12030878664372417
3wnNLHScykpYBErRf48owv,METALIZM,metal,BABYMETAL,THE OTHER ONE,0.48888888888888893,214020,0,73,353,3951,0.23291943160365713
6S5DcmoHWXOA48XJDdkyE9,Naquela Rede,world-music,"Putumayo, Lirah",Global Café by Putumayo,0.2888888888888889,162446,0,125,3161,1633,0.16761943831420828
56ZstVdH2J5FXTTOKNNxfp,Funk,funk,"Martin Garrix, Julian Jordan",Sentio,0.4222222222222222,189600,0,38,2543,3565,0.20200025069606142
7tt28wbdKmFqZZXsCh4tTk,Heavy Metal Winner,heavy-metal,Consumed,Breakfast at Pappa's,0.3888888888888889,149933,0,51,853,610,0.15177620691794513
1rozSWFaumcSqLVFHd0nB5,Demon dance tokyo,j-dance,Eve,OFFICIAL NUMBER,0.4444444444444445,240319,0,62,1343,2894,0.26621769281122715
3n3gfS8H6kpyqF2x5vUdLT,Jazz Odyssey,jazz,Red Brick Lane,Jazz Odyssey,0.5111111111111112,170784,0,66,3254,2180,0.17817652801148642
1ef0yaOBTgHxFRahzGUnwg,Detroit Techno,detroit-techno,Piper Melody,Detroit Techno,0.044444444444444446,225462,0,25,3073,1069,0.24740662521318663
1SxAxuctumvPltqnwOw4y4,Latino,latino,El Kmaleon,Latino,0.17777777777777778,151560,0,70,1254,2316,0.15383621950339388
6z1APkc8qQnsLpeN7FCoZD,Waltz No.2,turkish,Cihat Aşkın,Türk Valsleri,0.5111111111111112,240306,0,123,799,4418,0.26620123296881115
7hIYNiOvrYnCQiVTW2uI8h,B**ch Please II (Instrumental Version),breakbeat,Breakbeat Kings,Chronic Hip Hop Beats,0.24444444444444446,297040,0,11,589,780,0.3380345175556881
6BKpwJUw7mYkfy7sH51ABG,Sign Me Up,gospel,The Gospel Imperials,Heaven,0.3111111111111111,316973,0,41,3878,1845,0.36327252054631487
0LgODbepSswNlLUK8EEH8v,Anything Goes,show-tunes,"Sutton Foster, Anything Goes New Broadway Company Orchestra",Anything Goes (New Broadway Cast Recording),0.43333333333333335,348253,0,107,3729,290,0.4028774336826618
4HG1YiGBseVKzjyKcmAJen,Summer Games,summer,Drake,Scorpion,0.5777777777777778,247893,0,116,1158,3542,0.2758074502311342
2Mn5xKOnoVL5Da7OvTwuLb,Sad Girls (feat. Rema),sad,"Clean Bandit, French The Kid, Rema",La mejor música dance,0.0,163472,1,103,818,2292,0.16891849972334805
3J8iaWvLiRqZrH08ZWLsmI,The Hard Rock Radio,hard-rock,Morcel Sison,Treasure,0.24444444444444446,199334,0,48,2714,4365,0.21432487424047325
6Ucjy0z1uO111RCUVXqhnn,Punk Weight,punk,Death Grips,The Money Store,0.4444444444444445,204240,1,92,1035,4189,0.22053656553992718
28QzoAsxGgqyFav1Hiqdey,Goth,goth,Netuh,Lilith Beat Tape,0.011111111111111112,204450,0,42,2819,2385,0.2208024553020318
15xCg0leGDHVIgimxZnxvL,Killing Me Softly,trip-hop,Nils Landgren,"Chill Out Experience (The Best Lounge, Downtempo, Deep House, Cool Tempo and Trip Hop Music Selection)",0.5333333333333333,221546,0,122,2847,754,0.24244841422079738
0wvIGFIgbyz4JNwQhZgTv2,Rooster (2022 Remaster),grunge,Alice In Chains,Dirt (2022 Remaster),0.7222222222222222,374333,0,45,198,1098,0.43589840985260847
623rRTKwGmgjH6sjE9uWLh,Scatman (ski-ba-bop-ba-dop-bop),ska,Scatman John,Scatman's World,0.7111111111111111,215973,0,109,3455,3538,0.2353922063912302
5c9FVc8cSIH4yg6sHPdpU3,ANIME PUSSY EATER,anime,666FUCKTHECOPS,ANIME PUSSY EATER,0.26666666666666666,118625,1,5,44,131,0.11213584181331752
1j9KsUTYnupyZJzQ18RFAF,Jesus H. Macy,j-dance,Dance Gavin Dance,Acceptance Speech,0.3,204986,1,62,972,151,0.22148110726626075
2gYv9YHt6rXMY3MfhY53dn,EMO,emo,Pasto Flocco,Disturbing The Peace,0.044444444444444446,120736,1,34,3001,1121,0.11480866699333124
1EFjbeFr7WhVhN7eoTOgR2,Groove Is in the Heart,groove,Deee-Lite,Groove Is in the Heart,0.3888888888888889,234173,0,44,1044,1704,0.2584359857736316
2QxL3wAJnwOOmygY4VX0My,Vestido Curto - Ao Vivo,sertanejo,"Diego & Victor Hugo, Guilherme & Benuto",Vestido Curto (Ao Vivo),0.7555555555555555,151976,0,106,1081,4497,0.15436293446070593
6ywiHcxaHBR39gRhud37XK,Young Man's Blues,blues,Parker McCollum,Young Man's Blues,0.6111111111111112,206037,0,8,2993,4696,0.2228118222185082
0YIOwg9H3YqyPHTGM2DDed,Coming Home to You,songwriter,"The Jimmy Lloyd Songwriter Showcase, Owen Campbell","The Jimmy Lloyd Songwriter Showcase, Vol. 6",0.2111111111111111,150383,0,111,3897,4163,0.15234597069388367
0ehcL7EsiSy1mpgOk3EFg8,Romance,romance,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",0.4666666666666667,62663,0,102,2753,1982,0.04128001863760618
3LdGRWewvpcaZrkOpc70fP,Shame,summer,Summer Walker,Last Day Of Summer,0.6,166106,0,116,3715,2304,0.17225351702517466
6ZZ4zoPdivz4JOUjkqpRNp,Afrobeat,afrobeat,Diomobeats,Afrobeat,0.0,194867,0,1,1095,173,0.2086690191579904
2beeR72qyVu9RYvqKO3L3R,If You're Happy and You Know It,happy,Super Simple Songs,"Happy, Happy, Happy!",0.5888888888888889,92403,0,47,3725,1807,0.07893507351851922
3QC2RHZm2iIQ70O3oMwNki,FUNKED UP - SPED UP,funk,"xxanteria, isq",FUNKED UP,0.6111111111111112,93692,0,38,4608,1371,0.08056713020115193
5Gzi67y8ZvuAzdK9rUBJAm,GARAGE,garage,BAEBY ALEX,GARAGE,0.03333333333333333,260299,1,39,357,1559,0.2915152044628963
69mQvbHTuwUlWbX4pAZVz1,Brazil 0902 - Super Slowed,brazil,"Anar, Polaris",Brazil 0902 (Remixes),0.4222222222222222,104075,0,10,245,591,0.09371347972463949
5N9b9rKNdw121DXV3IR159,Blues Get Off My Shoulder,blues,"Robert Cray, The Robert Cray Band",Nothin But Love,0.5,194440,0,8,3313,2874,0.20812837664171102
6HpcEnSIEX8XZne9bcOkWC,Electronica Revolution,electronic,the michael rd,Energetic Atmosphere,0.2111111111111111,166955,0,33,4591,1306,0.173328471349112
6EODodAcEiUrv7rpEQvJlF,Mic Check,new-age,Alano Adan,Mic Check,0.26666666666666666,164620,0,79,179,2639,0.17037203042285337
1xRMtDxiU8xxAlaDscHIoT,濤,cantopop,Keung To,濤,0.6555555555555556,232489,0,13,2104,4925,0.2563038031098973
42wW7YIlVS5UGUat9C75No,HARDCORE,hardcore,fkbambam,HARDCORE,0.2555555555555556,113294,0,49,4486,1750,0.10538604028103281
05GEYqrQf0agOgEVfTVBta,Kids,kids,Orville Peck,Show Pony,0.33333333333333337,201933,0,68,2934,3610,0.21761557658194913
5zzbORcD0GwLY0wQHP1Xs1,Arcoíris,drum-and-bass,"J Balvin, Mr Eazi",Colores,0.5111111111111112,186693,0,28,1811,848,0.19831957670349876
1gxOACFtWgqtHNRHjeRC7g,German,german,Lolo,Talk,0.2,128082,0,40,2333,3987,0.12410974410009608
5FaiVpHGXCe5rn5TDOiX6F,Rainy Day,rainy-day,Dreamcatcher,[Apocalypse : Follow us],0.32222222222222224,217066,0,95,1169,4718,0.2367760992958986
1pe3LbZXSvEe5cyvE4t5Wo,Malay,malay,juan karlos,Diwa,0.2888888888888889,309000,0,71,4520,1123,0.353177572578409
2pNXV6cXD0kcdE4Y3W4oYB,Discopolis 2.0 (Mixed) - MEDUZA Remix,disco,"Lifelike, Kris Menace, MEDUZA",Armada Music presents Summer Hits 2021 (Mini Mix),0.6,72367,0,26,2279,303,0.05356665793028878
3PuIPfiLsp8UVmISbl3dMn,我很醜可是我很溫柔 - 節奏版,mandopop,Zhao Chuan,"我很醜,可是我很溫柔",0.41111111111111115,237000,0,72,4422,4913,0.26201536842824963
2GREH5a9RDePY2rS6eQfch,Songwriter,songwriter,Ruben Moreno,Por Ti Volare,0.0,221355,0,111,3352,3126,0.2422065811514546
6wRn5jq47MI069KEtIB0VW,Black Metal,black-metal,Pigeon Pit,Treehouse,0.2,137560,1,6,3065,4370,0.13611023536308514
6A6MbV7LjLXhPgnjjIklUH,Forró,forro,The Hi-Fly Orchestra,Get Ready,0.0,349400,0,36,3883,1609,0.40432969824044285
4hRlvhDlrWbPLmYkfzEYx3,Feel It Still,work-out,Portugal. The Man,100 Greatest Workout Songs,0.16666666666666669,162092,0,124,3111,24,0.1671712241438033
3nDWMe2ABlIHUs84yzq3mY,Dancehall Dream,dancehall,Maxxi,Not Suspicious,0.2555555555555556,144524,0,22,2576,2872,0.14492764633116445
0IGUXY4JbK18bu9oD4mPIm,TOMBOY,j-idol,(G)I-DLE,I NEVER DIE,0.7444444444444445,174386,0,63,5,1997,0.18273717050244304
1ztCqZK3mcP9ry33NkhPZt,"Piano Sonata No. 11 in A Major, K. 331: Ia. Theme. Andante grazioso",piano,"Wolfgang Amadeus Mozart, Angela Hewitt",Bach & Friends,0.15555555555555556,102253,0,85,4309,380,0.09140656950295074
7zlbWcAnL2pIGsGhRswUgK,Pop Yo Shit,pop,Veeze,Pop Yo Shit,0.5777777777777778,147804,1,86,4193,3114,0.14908059118689393
7cwLbWHs42c8JmrW9BJZos,German,german,EO,German,0.6222222222222222,170825,0,40,1221,1600,0.17822843982218306
5EV4bGHxVN0kHpcAFvgnTt,"Dance, Baby!",dance,boy pablo,Roy Pablo,0.6333333333333333,198000,0,21,4452,3443,0.2126358411802467
2BSxVEXjGG1LloBYgTmXSz,Operator (That’s Not the Way It Feels) (Live),opera,Evan Honer,Woodstock Sessions,0.3111111111111111,215874,0,81,1340,4648,0.23526685836052375
0zq4NVcgnTMP4RVcswFnOS,Best Times,songwriter,Songwriter Allan Poe,Best Times,0.2,284769,1,111,3601,466,0.32249769245670745
3hvgXsGP9NWKBYVRKWD80M,Honky Tonkin',honky-tonk,"Hank Williams, Jr.",35 Biggest Hits,0.23333333333333334,138533,0,54,1671,68,0.13734219126083658
34lJpf1XeT6mS58S5Dwqn6,Brazilian Phonk Mano - Super Slowed,brazil,"Slowboy, lucaf., Crazy Mano",Brazilian Phonk Mano (Super Slowed),0.6,106562,0,10,3579,598,0.09686237419299291
754kgU5rWscRTfvlsuEwFp,Kiss Me,kids,Sixpence None The Richer,Sixpence None the Richer,0.8555555555555556,208680,0,68,3544,3634,0.22615823479585367
5ftdTvmQjjsL23t7jxADfI,Brazil,brazil,Declan McKenna,Brazil,0.5777777777777778,252306,0,10,1043,589,0.2813949336605044
68AJgDAbi9ry1ZVc9eh7ll,Psycho Killer,psych-rock,Talking Heads,Psycho Killer: 1977 Rock,0.48888888888888893,261413,0,91,3789,3176,0.29292568634377525
3vrRAugNjfi7UkW4Ktxxyl,Rockabilly Guy,rockabilly,The Polecats,Rockabilly Cats,0.2888888888888889,152026,0,101,3936,3408,0.1544262415469213
44sMUkJibHAS7ynQhnOUvC,trance x i know - sped up + reverb,trance,"pearl, fast forward >>",trance x i know - sped up + reverb,0.33333333333333337,180154,0,121,4555,4862,0.19004027596825024
0M2TW2IlnF4rinPGVrY7on,Edm,edm,"Edm 2018, DJ Atia",Edm,0.011111111111111112,235000,0,31,1242,1238,0.2594830849796341
7MYme3NYcpPEWhv7fZYgBZ,Soul Drifta,soul,1ndicos,Cookin',0.48888888888888893,57857,1,112,18,877,0.03519494151058304
42qGA2116mkpSAaxzQfjEf,Landslide,acoustic,"Guus Dielissen, Andrew Gialanella",Landslide,0.32222222222222224,199222,0,0,1635,2300,0.2141830663673508
4VoC5aR4O2IyizaI5F4QDX,Romance,romance,Anthony Jeselnik,Shakespeare,0.3666666666666667,169626,1,102,275,3589,0.17671033589473806
3KCezt6LWZA0Hz7hoJEC7X,Indie Pop,indie-pop,Anup Sabnis,Indie Pop,0.0,200050,0,59,283,2084,0.21523143171507764
5eVuVYp9OyD9dm6Wcyb5nr,Country Boy's Dream Girl,country,Ella Langley,Excuse The Mess,0.6444444444444445,185026,0,20,1289,1339,0.19620891844907767
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,groove,"Earth, Wind & Fire",Raise!,0.788888888888889,339320,0,44,1229,3260,0.39156698965942055
7xgryC1HDpfeoLitEnRhQR,Sad,sad,"Shiloh Dynasty, violini5t",Sad,0.4,80851,0,103,3510,3499,0.06430860431931587
6C2CGd6OG2BCusUQzd51Vx,blues,blues,llwll,passing,0.24444444444444446,128000,0,8,4530,4817,0.12400592047870286
46bjyAViXopL0GUFq11PMu,MahoganyBrown,detroit-techno,Moodymann,Mahogany Brown,0.2555555555555556,333693,0,25,2706,2530,0.3844424101767407
0sEoT6L9hv54zDVIQ6mOP2,Soul,soul,OSA,N E B U L A (Extended),0.4444444444444445,106500,0,112,2888,2774,0.09678387340608584
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),soul,Soulja Boy,souljaboytellem.com,0.7777777777777778,221933,0,112,3617,4843,0.2429384110681045
5Op1003cYQ5lquuBQff2fi,Funeral,spanish,Spanish Love Songs,"Sea Shepherd Benefit, Vol. 3",0.2555555555555556,236356,0,114,3633,3547,0.2611999731577955
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,j-pop,"Travis Scott, Bad Bunny, The Weeknd",K-POP,0.7555555555555555,185220,1,64,4106,2213,0.1964545499435934
3L1YpYhLF07qa5VaXHJVrH,Rainy Day at the Cafe,rainy-day,Dj Cutman,Volume IV,0.2555555555555556,156279,0,95,1111,4529,0.15981114230040222
1mGnIAxWGb2DBnlqwCqOuO,Prologue: Into The Woods,show-tunes,Original Broadway Cast of Into the Woods,Into the Woods (Original Broadway Cast Recording),0.34444444444444444,718600,0,107,2928,2125,0.871789222854871
3RKLJPyyMZfwebsePAzqjL,"I'm Good Luv, Enjoy.",idm,Aaron May,CHASE,0.8111111111111111,134547,1,56,111,643,0.1322953503477458
5Wz3UE4Xi4TbutCtlMKd8I,EDM Trend Machine,edm,Knife Party,Abandon Ship,0.23333333333333334,305013,0,31,2140,145,0.3481294655235939
